year,country,country_code,opponent,goals_scored,goals_conceded,open_play_goals,own_goals,penalty_goals,result,round,date,red_cards,teams_in_tournament
2016,Slovakia,SVK,England,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2016-06-20,0,24
2016,England,ENG,Slovakia,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2016-06-20,0,24
2016,Russia,RUS,Wales,0.0,3.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-20,0,24
2016,Wales,WAL,Russia,3.0,0.0,3.0,0,0,win,GROUP_STANDINGS,2016-06-20,0,24
2016,Switzerland,SUI,France,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2016-06-19,0,24
2016,France,FRA,Switzerland,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2016-06-19,0,24
2016,Romania,ROU,Albania,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-19,0,24
2016,Albania,ALB,Romania,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2016-06-19,0,24
2016,Portugal,POR,Austria,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2016-06-18,0,24
2016,Austria,AUT,Portugal,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2016-06-18,0,24
2016,Iceland,ISL,Hungary,1.0,1.0,-1.0,1,1,draw,GROUP_STANDINGS,2016-06-18,0,24
2016,Hungary,HUN,Iceland,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2016-06-18,0,24
2016,Belgium,BEL,Ireland,3.0,0.0,3.0,0,0,win,GROUP_STANDINGS,2016-06-18,0,24
2016,Ireland,IRL,Belgium,0.0,3.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-18,0,24
2016,Spain,ESP,Turkey,3.0,0.0,3.0,0,0,win,GROUP_STANDINGS,2016-06-17,0,24
2016,Turkey,TUR,Spain,0.0,3.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-17,0,24
2016,Czechia,CZE,Croatia,2.0,2.0,1.0,0,1,draw,GROUP_STANDINGS,2016-06-17,0,24
2016,Croatia,CRO,Czechia,2.0,2.0,2.0,0,0,draw,GROUP_STANDINGS,2016-06-17,0,24
2016,Italy,ITA,Sweden,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2016-06-17,0,24
2016,Sweden,SWE,Italy,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-17,0,24
2016,Germany,GER,Poland,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2016-06-16,0,24
2016,Poland,POL,Germany,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2016-06-16,0,24
2016,Ukraine,UKR,Northern Ireland,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-16,0,24
2016,Northern Ireland,NIR,Ukraine,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2016-06-16,0,24
2016,England,ENG,Wales,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2016-06-16,0,24
2016,Wales,WAL,England,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2016-06-16,0,24
2016,France,FRA,Albania,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2016-06-15,0,24
2016,Albania,ALB,France,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-15,0,24
2016,Romania,ROU,Switzerland,1.0,1.0,0.0,0,1,draw,GROUP_STANDINGS,2016-06-15,0,24
2016,Switzerland,SUI,Romania,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2016-06-15,0,24
2016,Russia,RUS,Slovakia,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2016-06-15,0,24
2016,Slovakia,SVK,Russia,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2016-06-15,0,24
2016,Portugal,POR,Iceland,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2016-06-14,0,24
2016,Iceland,ISL,Portugal,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2016-06-14,0,24
2016,Austria,AUT,Hungary,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-14,1,24
2016,Hungary,HUN,Austria,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2016-06-14,1,24
2016,Belgium,BEL,Italy,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-13,0,24
2016,Italy,ITA,Belgium,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2016-06-13,0,24
2016,Ireland,IRL,Sweden,1.0,1.0,0.0,1,0,draw,GROUP_STANDINGS,2016-06-13,0,24
2016,Sweden,SWE,Ireland,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2016-06-13,0,24
2016,Spain,ESP,Czechia,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2016-06-13,0,24
2016,Czechia,CZE,Spain,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-13,0,24
2016,Germany,GER,Ukraine,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2016-06-12,0,24
2016,Ukraine,UKR,Germany,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-12,0,24
2016,Poland,POL,Northern Ireland,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2016-06-12,0,24
2016,Northern Ireland,NIR,Poland,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-12,0,24
2016,Turkey,TUR,Croatia,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-12,0,24
2016,Croatia,CRO,Turkey,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2016-06-12,0,24
2016,England,ENG,Russia,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2016-06-11,0,24
2016,Russia,RUS,England,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2016-06-11,0,24
2016,Wales,WAL,Slovakia,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2016-06-11,0,24
2016,Slovakia,SVK,Wales,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2016-06-11,0,24
2016,Albania,ALB,Switzerland,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-11,1,24
2016,Switzerland,SUI,Albania,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2016-06-11,1,24
2016,France,FRA,Romania,2.0,1.0,1.0,0,1,win,GROUP_STANDINGS,2016-06-10,0,24
2016,Romania,ROU,France,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2016-06-10,0,24
2020,Italy,ITA,England,1.0,1.0,1.0,0,0,draw,FINAL,2021-07-11,0,24
2020,England,ENG,Italy,1.0,1.0,1.0,0,0,draw,FINAL,2021-07-11,0,24
2020,England,ENG,Denmark,2.0,1.0,1.0,1,0,win,SEMIFINAL,2021-07-07,0,24
2020,Denmark,DEN,England,1.0,2.0,1.0,0,0,loss,SEMIFINAL,2021-07-07,0,24
2020,Italy,ITA,Spain,1.0,1.0,1.0,0,0,draw,SEMIFINAL,2021-07-06,0,24
2020,Spain,ESP,Italy,1.0,1.0,1.0,0,0,draw,SEMIFINAL,2021-07-06,0,24
2020,Ukraine,UKR,England,0.0,4.0,0.0,0,0,loss,QUARTER_FINALS,2021-07-03,0,24
2020,England,ENG,Ukraine,4.0,0.0,4.0,0,0,win,QUARTER_FINALS,2021-07-03,0,24
2020,Czechia,CZE,Denmark,1.0,2.0,1.0,0,0,loss,QUARTER_FINALS,2021-07-03,0,24
2020,Denmark,DEN,Czechia,2.0,1.0,2.0,0,0,win,QUARTER_FINALS,2021-07-03,0,24
2020,Belgium,BEL,Italy,1.0,2.0,0.0,0,1,loss,QUARTER_FINALS,2021-07-02,0,24
2020,Italy,ITA,Belgium,2.0,1.0,2.0,0,0,win,QUARTER_FINALS,2021-07-02,0,24
2020,Switzerland,SUI,Spain,1.0,1.0,0.0,1,0,draw,QUARTER_FINALS,2021-07-02,1,24
2020,Spain,ESP,Switzerland,1.0,1.0,1.0,0,0,draw,QUARTER_FINALS,2021-07-02,1,24
2020,Sweden,SWE,Ukraine,1.0,2.0,1.0,0,0,loss,ROUND_OF_16,2021-06-29,1,24
2020,Ukraine,UKR,Sweden,2.0,1.0,2.0,0,0,win,ROUND_OF_16,2021-06-29,1,24
2020,England,ENG,Germany,2.0,0.0,2.0,0,0,win,ROUND_OF_16,2021-06-29,0,24
2020,Germany,GER,England,0.0,2.0,0.0,0,0,loss,ROUND_OF_16,2021-06-29,0,24
2020,France,FRA,Switzerland,3.0,3.0,3.0,0,0,draw,ROUND_OF_16,2021-06-28,0,24
2020,Switzerland,SUI,France,3.0,3.0,3.0,0,0,draw,ROUND_OF_16,2021-06-28,0,24
2020,Croatia,CRO,Spain,3.0,5.0,2.0,1,0,loss,ROUND_OF_16,2021-06-28,0,24
2020,Spain,ESP,Croatia,5.0,3.0,5.0,0,0,win,ROUND_OF_16,2021-06-28,0,24
2020,Belgium,BEL,Portugal,1.0,0.0,1.0,0,0,win,ROUND_OF_16,2021-06-27,0,24
2020,Portugal,POR,Belgium,0.0,1.0,0.0,0,0,loss,ROUND_OF_16,2021-06-27,0,24
2020,Netherlands,NED,Czechia,0.0,2.0,0.0,0,0,loss,ROUND_OF_16,2021-06-27,1,24
2020,Czechia,CZE,Netherlands,2.0,0.0,2.0,0,0,win,ROUND_OF_16,2021-06-27,1,24
2020,Italy,ITA,Austria,2.0,1.0,2.0,0,0,win,ROUND_OF_16,2021-06-26,0,24
2020,Austria,AUT,Italy,1.0,2.0,1.0,0,0,loss,ROUND_OF_16,2021-06-26,0,24
2020,Wales,WAL,Denmark,0.0,4.0,0.0,0,0,loss,ROUND_OF_16,2021-06-26,1,24
2020,Denmark,DEN,Wales,4.0,0.0,4.0,0,0,win,ROUND_OF_16,2021-06-26,1,24
2020,Germany,GER,Hungary,2.0,2.0,2.0,0,0,draw,GROUP_STANDINGS,2021-06-23,0,24
2020,Hungary,HUN,Germany,2.0,2.0,2.0,0,0,draw,GROUP_STANDINGS,2021-06-23,0,24
2020,Portugal,POR,France,2.0,2.0,-1.0,0,3,draw,GROUP_STANDINGS,2021-06-23,0,24
2020,France,FRA,Portugal,2.0,2.0,2.0,0,0,draw,GROUP_STANDINGS,2021-06-23,0,24
2020,Sweden,SWE,Poland,3.0,2.0,3.0,0,0,win,GROUP_STANDINGS,2021-06-23,0,24
2020,Poland,POL,Sweden,2.0,3.0,2.0,0,0,loss,GROUP_STANDINGS,2021-06-23,0,24
2020,Slovakia,SVK,Spain,0.0,5.0,-2.0,2,0,loss,GROUP_STANDINGS,2021-06-23,0,24
2020,Spain,ESP,Slovakia,5.0,0.0,5.0,0,0,win,GROUP_STANDINGS,2021-06-23,0,24
2020,Czechia,CZE,England,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2021-06-22,0,24
2020,England,ENG,Czechia,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2021-06-22,0,24
2020,Croatia,CRO,Scotland,3.0,1.0,3.0,0,0,win,GROUP_STANDINGS,2021-06-22,0,24
2020,Scotland,SCO,Croatia,1.0,3.0,1.0,0,0,loss,GROUP_STANDINGS,2021-06-22,0,24
2020,Finland,FIN,Belgium,0.0,2.0,-1.0,1,0,loss,GROUP_STANDINGS,2021-06-21,0,24
2020,Belgium,BEL,Finland,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2021-06-21,0,24
2020,Russia,RUS,Denmark,1.0,4.0,0.0,0,1,loss,GROUP_STANDINGS,2021-06-21,0,24
2020,Denmark,DEN,Russia,4.0,1.0,4.0,0,0,win,GROUP_STANDINGS,2021-06-21,0,24
2020,Ukraine,UKR,Austria,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2021-06-21,0,24
2020,Austria,AUT,Ukraine,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2021-06-21,0,24
2020,North Macedonia,MKD,Netherlands,0.0,3.0,0.0,0,0,loss,GROUP_STANDINGS,2021-06-21,0,24
2020,Netherlands,NED,North Macedonia,3.0,0.0,3.0,0,0,win,GROUP_STANDINGS,2021-06-21,0,24
2020,Italy,ITA,Wales,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2021-06-20,1,24
2020,Wales,WAL,Italy,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2021-06-20,1,24
2020,Switzerland,SUI,Turkey,3.0,1.0,3.0,0,0,win,GROUP_STANDINGS,2021-06-20,0,24
2020,Turkey,TUR,Switzerland,1.0,3.0,1.0,0,0,loss,GROUP_STANDINGS,2021-06-20,0,24
2020,Spain,ESP,Poland,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2021-06-19,0,24
2020,Poland,POL,Spain,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2021-06-19,0,24
2020,Portugal,POR,Germany,2.0,4.0,0.0,2,0,loss,GROUP_STANDINGS,2021-06-19,0,24
2020,Germany,GER,Portugal,4.0,2.0,4.0,0,0,win,GROUP_STANDINGS,2021-06-19,0,24
2020,Hungary,HUN,France,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2021-06-19,0,24
2020,France,FRA,Hungary,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2021-06-19,0,24
2020,England,ENG,Scotland,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2021-06-18,0,24
2020,Scotland,SCO,England,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2021-06-18,0,24
2020,Croatia,CRO,Czechia,1.0,1.0,0.0,0,1,draw,GROUP_STANDINGS,2021-06-18,0,24
2020,Czechia,CZE,Croatia,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2021-06-18,0,24
2020,Sweden,SWE,Slovakia,1.0,0.0,0.0,0,1,win,GROUP_STANDINGS,2021-06-18,0,24
2020,Slovakia,SVK,Sweden,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2021-06-18,0,24
2020,Netherlands,NED,Austria,2.0,0.0,1.0,0,1,win,GROUP_STANDINGS,2021-06-17,0,24
2020,Austria,AUT,Netherlands,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2021-06-17,0,24
2020,Denmark,DEN,Belgium,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2021-06-17,0,24
2020,Belgium,BEL,Denmark,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2021-06-17,0,24
2020,Ukraine,UKR,North Macedonia,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2021-06-17,0,24
2020,North Macedonia,MKD,Ukraine,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2021-06-17,0,24
2020,Italy,ITA,Switzerland,3.0,0.0,3.0,0,0,win,GROUP_STANDINGS,2021-06-16,0,24
2020,Switzerland,SUI,Italy,0.0,3.0,0.0,0,0,loss,GROUP_STANDINGS,2021-06-16,0,24
2020,Turkey,TUR,Wales,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2021-06-16,0,24
2020,Wales,WAL,Turkey,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2021-06-16,0,24
2020,Finland,FIN,Russia,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2021-06-16,0,24
2020,Russia,RUS,Finland,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2021-06-16,0,24
2020,France,FRA,Germany,1.0,0.0,0.0,1,0,win,GROUP_STANDINGS,2021-06-15,0,24
2020,Germany,GER,France,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2021-06-15,0,24
2020,Hungary,HUN,Portugal,0.0,3.0,-1.0,0,1,loss,GROUP_STANDINGS,2021-06-15,0,24
2020,Portugal,POR,Hungary,3.0,0.0,3.0,0,0,win,GROUP_STANDINGS,2021-06-15,0,24
2020,Spain,ESP,Sweden,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2021-06-14,0,24
2020,Sweden,SWE,Spain,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2021-06-14,0,24
2020,Poland,POL,Slovakia,1.0,2.0,0.0,1,0,loss,GROUP_STANDINGS,2021-06-14,1,24
2020,Slovakia,SVK,Poland,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2021-06-14,1,24
2020,Scotland,SCO,Czechia,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2021-06-14,0,24
2020,Czechia,CZE,Scotland,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2021-06-14,0,24
2020,Netherlands,NED,Ukraine,3.0,2.0,3.0,0,0,win,GROUP_STANDINGS,2021-06-13,0,24
2020,Ukraine,UKR,Netherlands,2.0,3.0,2.0,0,0,loss,GROUP_STANDINGS,2021-06-13,0,24
2020,Austria,AUT,North Macedonia,3.0,1.0,3.0,0,0,win,GROUP_STANDINGS,2021-06-13,0,24
2020,North Macedonia,MKD,Austria,1.0,3.0,1.0,0,0,loss,GROUP_STANDINGS,2021-06-13,0,24
2020,England,ENG,Croatia,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2021-06-13,0,24
2020,Croatia,CRO,England,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2021-06-13,0,24
2020,Belgium,BEL,Russia,3.0,0.0,3.0,0,0,win,GROUP_STANDINGS,2021-06-12,0,24
2020,Russia,RUS,Belgium,0.0,3.0,0.0,0,0,loss,GROUP_STANDINGS,2021-06-12,0,24
2020,Denmark,DEN,Finland,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2021-06-12,0,24
2020,Finland,FIN,Denmark,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2021-06-12,0,24
2020,Wales,WAL,Switzerland,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2021-06-12,0,24
2020,Switzerland,SUI,Wales,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2021-06-12,0,24
2020,Turkey,TUR,Italy,0.0,3.0,-1.0,1,0,loss,GROUP_STANDINGS,2021-06-11,0,24
2020,Italy,ITA,Turkey,3.0,0.0,3.0,0,0,win,GROUP_STANDINGS,2021-06-11,0,24
2024,Czechia,CZE,Turkey,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2024-06-26,2,24
2024,Turkey,TUR,Czechia,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2024-06-26,2,24
2024,Georgia,GEO,Portugal,2.0,0.0,1.0,0,1,win,GROUP_STANDINGS,2024-06-26,0,24
2024,Portugal,POR,Georgia,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2024-06-26,0,24
2024,Ukraine,UKR,Belgium,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2024-06-26,0,24
2024,Belgium,BEL,Ukraine,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2024-06-26,0,24
2024,Slovakia,SVK,Romania,1.0,1.0,0.0,0,1,draw,GROUP_STANDINGS,2024-06-26,0,24
2024,Romania,ROU,Slovakia,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2024-06-26,0,24
2024,Denmark,DEN,Serbia,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2024-06-25,0,24
2024,Serbia,SRB,Denmark,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2024-06-25,0,24
2024,England,ENG,Slovenia,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2024-06-25,0,24
2024,Slovenia,SVN,England,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2024-06-25,0,24
2024,France,FRA,Poland,1.0,1.0,-1.0,0,2,draw,GROUP_STANDINGS,2024-06-25,0,24
2024,Poland,POL,France,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2024-06-25,0,24
2024,Netherlands,NED,Austria,2.0,3.0,1.0,1,0,loss,GROUP_STANDINGS,2024-06-25,0,24
2024,Austria,AUT,Netherlands,3.0,2.0,3.0,0,0,win,GROUP_STANDINGS,2024-06-25,0,24
2024,Croatia,CRO,Italy,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2024-06-24,0,24
2024,Italy,ITA,Croatia,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2024-06-24,0,24
2024,Albania,ALB,Spain,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2024-06-24,0,24
2024,Spain,ESP,Albania,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2024-06-24,0,24
2024,Scotland,SCO,Hungary,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2024-06-23,0,24
2024,Hungary,HUN,Scotland,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2024-06-23,0,24
2024,Switzerland,SUI,Germany,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2024-06-23,0,24
2024,Germany,GER,Switzerland,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2024-06-23,0,24
2024,Belgium,BEL,Romania,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2024-06-22,0,24
2024,Romania,ROU,Belgium,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2024-06-22,0,24
2024,Turkey,TUR,Portugal,0.0,3.0,-1.0,1,0,loss,GROUP_STANDINGS,2024-06-22,0,24
2024,Portugal,POR,Turkey,3.0,0.0,3.0,0,0,win,GROUP_STANDINGS,2024-06-22,0,24
2024,Georgia,GEO,Czechia,1.0,1.0,0.0,0,1,draw,GROUP_STANDINGS,2024-06-22,0,24
2024,Czechia,CZE,Georgia,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2024-06-22,0,24
2024,Netherlands,NED,France,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2024-06-21,0,24
2024,France,FRA,Netherlands,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2024-06-21,0,24
2024,Poland,POL,Austria,1.0,3.0,0.0,0,1,loss,GROUP_STANDINGS,2024-06-21,0,24
2024,Austria,AUT,Poland,3.0,1.0,3.0,0,0,win,GROUP_STANDINGS,2024-06-21,0,24
2024,Slovakia,SVK,Ukraine,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2024-06-21,0,24
2024,Ukraine,UKR,Slovakia,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2024-06-21,0,24
2024,Spain,ESP,Italy,1.0,0.0,0.0,1,0,win,GROUP_STANDINGS,2024-06-20,0,24
2024,Italy,ITA,Spain,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2024-06-20,0,24
2024,Denmark,DEN,England,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2024-06-20,0,24
2024,England,ENG,Denmark,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2024-06-20,0,24
2024,Slovenia,SVN,Serbia,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2024-06-20,0,24
2024,Serbia,SRB,Slovenia,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2024-06-20,0,24
2024,Scotland,SCO,Switzerland,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2024-06-19,0,24
2024,Switzerland,SUI,Scotland,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2024-06-19,0,24
2024,Germany,GER,Hungary,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2024-06-19,0,24
2024,Hungary,HUN,Germany,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2024-06-19,0,24
2024,Croatia,CRO,Albania,2.0,2.0,1.0,1,0,draw,GROUP_STANDINGS,2024-06-19,0,24
2024,Albania,ALB,Croatia,2.0,2.0,2.0,0,0,draw,GROUP_STANDINGS,2024-06-19,0,24
2024,Portugal,POR,Czechia,2.0,1.0,1.0,1,0,win,GROUP_STANDINGS,2024-06-18,0,24
2024,Czechia,CZE,Portugal,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2024-06-18,0,24
2024,Turkey,TUR,Georgia,3.0,1.0,3.0,0,0,win,GROUP_STANDINGS,2024-06-18,0,24
2024,Georgia,GEO,Turkey,1.0,3.0,1.0,0,0,loss,GROUP_STANDINGS,2024-06-18,0,24
2024,Austria,AUT,France,0.0,1.0,-1.0,1,0,loss,GROUP_STANDINGS,2024-06-17,0,24
2024,France,FRA,Austria,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2024-06-17,0,24
2024,Belgium,BEL,Slovakia,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2024-06-17,0,24
2024,Slovakia,SVK,Belgium,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2024-06-17,0,24
2024,Romania,ROU,Ukraine,3.0,0.0,3.0,0,0,win,GROUP_STANDINGS,2024-06-17,0,24
2024,Ukraine,UKR,Romania,0.0,3.0,0.0,0,0,loss,GROUP_STANDINGS,2024-06-17,0,24
2024,Serbia,SRB,England,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2024-06-16,0,24
2024,England,ENG,Serbia,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2024-06-16,0,24
2024,Slovenia,SVN,Denmark,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2024-06-16,0,24
2024,Denmark,DEN,Slovenia,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2024-06-16,0,24
2024,Poland,POL,Netherlands,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2024-06-16,0,24
2024,Netherlands,NED,Poland,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2024-06-16,0,24
2024,Italy,ITA,Albania,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2024-06-15,0,24
2024,Albania,ALB,Italy,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2024-06-15,0,24
2024,Spain,ESP,Croatia,3.0,0.0,3.0,0,0,win,GROUP_STANDINGS,2024-06-15,0,24
2024,Croatia,CRO,Spain,0.0,3.0,0.0,0,0,loss,GROUP_STANDINGS,2024-06-15,0,24
2024,Hungary,HUN,Switzerland,1.0,3.0,1.0,0,0,loss,GROUP_STANDINGS,2024-06-15,0,24
2024,Switzerland,SUI,Hungary,3.0,1.0,3.0,0,0,win,GROUP_STANDINGS,2024-06-15,0,24
2024,Germany,GER,Scotland,5.0,1.0,3.0,1,1,win,GROUP_STANDINGS,2024-06-14,1,24
2024,Scotland,SCO,Germany,1.0,5.0,1.0,0,0,loss,GROUP_STANDINGS,2024-06-14,1,24
